ROUTE_SORT_ORDER,RIDERSHIP_AVERAGE,YTD_TOTAL_RIDERSHIP_COUNT,QTD_TOTAL_RIDERSHIP_COUNT,PY_QTD_TOTAL_RIDERSHIP_COUNT,PY_YTD_TOTAL_RIDERSHIP_COUNT,PY_RIDERSHIP_AVERAGE,YEAR_NUM,MONTH_NAME,MONTH_SHORT_NAME,MONTH_END_DATE,MONTH_YEAR,DAY_TYPE,MODE_NAME,SUB_MODE,ROUTE_NAME,DATA_AS_OF,SHOW_ON_DASHBOARD,FISCAL_YEAR_NUMBER,FISCAL_MONTH_NUMBER,FISCAL_QUARTER_NUMBER
217,0,0,0,0,0,0,2018,November,11-Nov,20181130,Nov-2018,Weekday,MetroBus,Feeder Routes,217-Montopolis Feeder,07/31/2021,1,2019,2,1
970,0,0,0,0,0,0,2020,August,08-Aug,20200831,Aug-20,Saturday,MetroExpress,MetroExpress,970-Lantana Express,07/31/2021,1,2020,11,4
661,0,0,0,0,0,0,2020,January,01-Jan,20200131,Jan-20,Sunday,MetroBus,UT Shuttles,661-Far West/UT,07/31/2021,1,2020,4,2
2,3675.7,3675.7,3675.7,,,,2016,October,10-Oct,20161031,Oct-2016,Saturday,MetroBus,Local Routes,2-Rosewood,07/31/2021,1,2017,1,1
671,0,184,0,0,441.99211,0,2020,September,09-Sep,20200930,Sep-20,Saturday,MetroBus,UT Shuttles,671-North Riverside,07/31/2021,1,2020,12,4
19,7268.338,7268.338,7268.338,19786.93933,19786.93933,19786.93933,2020,October,10-Oct,20201031,Oct-20,Weekday,MetroBus,Local Routes,19-Bull Creek,07/31/2021,1,2021,1,1
451,0,0,0,,,,2016,December,12-Dec,20161231,Dec-2016,Sunday,MetroBus,Special Service Routes,451-Plaza Saltillo Shuttle,07/31/2021,1,2017,3,1
656,0,1109.7959,278.73584,,,,2017,September,09-Sep,20170930,Sep-2017,Saturday,MetroBus,UT Shuttles,656-Intramural Fields/UT,07/31/2021,1,2017,12,4
681,138.99999,2237.73948,630.06244,751.98957,2364.51033,177.33332,2018,June,06-Jun,20180630,Jun-2018,Sunday,MetroBus,UT Shuttles,681-Intramural/Far West,07/31/2021,1,2018,9,3
228,354,5241.79865,354,544,4832.99995,544,2020,April,04-Apr,20200430,Apr-20,Saturday,MetroBus,Feeder Routes,228-VA Clinic,07/31/2021,1,2020,7,3
481,710,4009.8026,1438.0526,1858.55417,4864.88479,830.33332,2019,February,02-Feb,20190228,Feb-2019,Saturday,MetroBus,Special Service Routes,481-Night Owl North Lamar,07/31/2021,1,2019,5,2
450,0,0,0,,,,2016,October,10-Oct,20161031,Oct-2016,Sunday,MetroBus,Special Service Routes,450-Bus Bridge RATP Dev,07/31/2021,1,2017,1,1
345,0,0,0,,,,2016,November,11-Nov,20161130,Nov-2016,Sunday,MetroBus,Crosstown Routes,345-45TH,07/31/2021,1,2017,2,1
311,4394.33332,34648.78492,4394.33332,3419,48232.84485,3419,2021,April,04-Apr,20210430,Apr-20,Saturday,MetroBus,Crosstown Routes,311-Stassney,07/31/2021,1,2021,7,3
318,0,0,0,0,0,0,2018,April,04-Apr,20180430,Apr-2018,Sunday,MetroBus,Crosstown Routes,318-Westgate/Slaughter,07/31/2021,1,2018,7,3
323,3333.16665,8159.5333,8159.5333,,,,2016,November,11-Nov,20161130,Nov-2016,Saturday,MetroBus,Crosstown Routes,323-Anderson,07/31/2021,1,2017,2,1
661,34067.33352,193518.157,34067.33352,48928.61948,228670.82038,37505.9832,2019,April,04-Apr,20190430,Apr-2019,Weekday,MetroBus,UT Shuttles,661-Far West/UT,07/31/2021,1,2019,7,3
410,2066.55552,8539.54714,3212.55552,6372.0622,18260.75799,3942.52376,2019,February,02-Feb,20190228,Feb-2019,Weekday,MetroBus,Special Service Routes,410-E-Bus/West Campus,07/31/2021,1,2019,5,2
4,3326,27028.57748,3326,3079,39825.37826,3079,2021,April,04-Apr,20210430,Apr-20,Sunday,MetroBus,Local Routes,4-7th Street,07/31/2021,1,2021,7,3
550,6281.39994,71070.02151,6281.39994,,,,2017,July,07-Jul,20170731,Jul-2017,Saturday,MetroRail,MetroRail,550-Metro Rail Red Line,07/31/2021,1,2017,10,4
980,0,0,0,0,0,0,2019,September,09-Sep,20190930,Sep-2019,Sunday,MetroExpress,MetroExpress,980-North Mopac Express,07/31/2021,1,2019,12,4
982,0,0,0,0,0,0,2019,June,06-Jun,20190630,Jun-2019,Saturday,MetroExpress,MetroExpress,982-Pavilion Express,07/31/2021,1,2019,9,3
318,0,0,0,0,0,0,2018,April,04-Apr,20180430,Apr-2018,Saturday,MetroBus,Crosstown Routes,318-Westgate/Slaughter,07/31/2021,1,2018,7,3
271,6287.8196,13138.6042,13138.6042,9863.99952,9863.99952,4858.9998,2017,November,11-Nov,20171130,Nov-2017,Weekday,MetroBus,Feeder Routes,271-Del Valle,07/31/2021,1,2018,2,1
111,0,0,0,0,0,0,2020,May,05-May,20200531,May-20,Sunday,MetroBus,Flyer Routes,111-South Mopac Flyer,07/31/2021,1,2020,8,3
338,0,0,0,0,0,0,2021,June,06-Jun,20210630,Jun-20,Sunday,MetroBus,Crosstown Routes,338-Lamar/45th,07/31/2021,1,2021,9,3
661,0,0,0,,,,2017,March,03-Mar,20170331,Mar-2017,Sunday,MetroBus,UT Shuttles,661-Far West/UT,07/31/2021,1,2017,6,2
324,3034.66662,12483.66656,3034.66662,4161.99995,19241.89148,4161.99995,2021,January,01-Jan,20210131,Jan-20,Sunday,MetroBus,Crosstown Routes,324-Georgian/Ohlen,07/31/2021,1,2021,4,2
661,0,389.06818,0,0,470.46575,0,2018,January,01-Jan,20180131,Jan-2018,Saturday,MetroBus,UT Shuttles,661-Far West/UT,07/31/2021,1,2018,4,2
22,0,0,0,0,0,0,2020,March,03-Mar,20200331,Mar-20,Sunday,MetroBus,Local Routes,22-Exposition/Chicon Counter-clockwise,07/31/2021,1,2020,6,2
331,0,0,0,3679.99998,3679.99998,3679.99998,2018,October,10-Oct,20181031,Oct-2018,Sunday,MetroBus,Crosstown Routes,331-Oltorf,07/31/2021,1,2019,1,1
3,6237.24999,6237.24999,6237.24999,7850.74998,7850.74998,7850.74998,2017,October,10-Oct,20171031,Oct-2017,Sunday,MetroBus,Local Routes,3-Burnet/Manchaca,07/31/2021,1,2018,1,1
237,3680.0752,20826.42238,7772.71879,7394.52054,17718.07558,3680.4912,2020,February,02-Feb,20200229,Feb-20,Weekday,MetroBus,Feeder Routes,237-Northeast Feeder,07/31/2021,1,2020,5,2
338,527,23624.04985,5612.4,9325.99994,30387.11644,2447,2018,June,06-Jun,20180630,Jun-2018,Saturday,MetroBus,Crosstown Routes,338-Lamar/45th,07/31/2021,1,2018,9,3
311,2638.0106,39356.80323,7047.15344,,,,2017,August,08-Aug,20170831,Aug-2017,Saturday,MetroBus,Crosstown Routes,311-Stassney,07/31/2021,1,2017,11,4
240,0,0,0,6209.57137,6209.57137,2448.57138,2018,December,12-Dec,20181231,Dec-2018,Sunday,MetroBus,Feeder Routes,240-Rutland,07/31/2021,1,2019,3,1
217,0,0,0,0,0,0,2019,April,04-Apr,20190430,Apr-2019,Weekday,MetroBus,Feeder Routes,217-Montopolis Feeder,07/31/2021,1,2019,7,3
310,20758.23772,143104.73892,67415.03761,72538.7264,151943.21279,24672.89076,2020,March,03-Mar,20200331,Mar-20,Weekday,MetroBus,Crosstown Routes,310-Parker/Wickersham,07/31/2021,1,2020,6,2
310,23452.91109,99142.6124,23452.91109,23217.94104,102622.42743,23217.94104,2020,January,01-Jan,20200131,Jan-20,Weekday,MetroBus,Crosstown Routes,310-Parker/Wickersham,07/31/2021,1,2020,4,2
983,0,0,0,0,0,0,2018,June,06-Jun,20180630,Jun-2018,Saturday,MetroExpress,MetroExpress,983-N. U.S. 183 Express,07/31/2021,1,2018,9,3
970,0,0,0,0,0,0,2021,May,05-May,20210531,May-20,Sunday,MetroExpress,MetroExpress,970-Lantana Express,07/31/2021,1,2021,8,3
238,0,8629.15201,0,2406.3333,12641.05411,997.33332,2018,August,08-Aug,20180831,Aug-2018,Saturday,MetroBus,Feeder Routes,238-Westgate,07/31/2021,1,2018,11,4
322,1436.99995,9762.66654,2501.99995,0,0,0,2019,May,05-May,20190531,May-2019,Sunday,MetroBus,Crosstown Routes,322-Chicon/Cherrywood,07/31/2021,1,2019,8,3
550,0,0,0,0,11776.66665,0,2021,April,04-Apr,20210430,Apr-20,Saturday,MetroRail,MetroRail,550-Metro Rail Red Line,07/31/2021,1,2021,7,3
450,0,0,0,,,,2016,December,12-Dec,20161231,Dec-2016,Sunday,MetroBus,Special Service Routes,450-Bus Bridge RATP Dev,07/31/2021,1,2017,3,1
656,59,832.47905,59,146.07547,977.13553,146.07547,2018,July,07-Jul,20180731,Jul-2018,Saturday,MetroBus,UT Shuttles,656-Intramural Fields/UT,07/31/2021,1,2018,10,4
465,0,0,0,0,0,0,2018,June,06-Jun,20180630,Jun-2018,Sunday,MetroBus,Special Service Routes,465-MLK/University of Texas,07/31/2021,1,2018,9,3
656,52949.73348,52949.73348,52949.73348,,,,2016,October,10-Oct,20161031,Oct-2016,Weekday,MetroBus,UT Shuttles,656-Intramural Fields/UT,07/31/2021,1,2017,1,1
493,0,0,0,0,0,0,2018,November,11-Nov,20181130,Nov-2018,Saturday,MetroBus,Special Service Routes,493-EASTVIEW,07/31/2021,1,2019,2,1
324,19218.57124,19218.57124,19218.57124,37932.60763,37932.60763,37932.60763,2020,October,10-Oct,20201031,Oct-20,Weekday,MetroBus,Crosstown Routes,324-Georgian/Ohlen,07/31/2021,1,2021,1,1
243,887,9797.08322,2962.25,,,,2017,June,06-Jun,20170630,Jun-2017,Saturday,MetroBus,Feeder Routes,243-Wells Branch,07/31/2021,1,2017,9,3
100,0,0,0,19239.5142,78854.43456,19239.5142,2019,January,01-Jan,20190131,Jan-2019,Weekday,MetroBus,Flyer Routes,100-MetroAirport,07/31/2021,1,2019,4,2
311,5648.51872,33456.22698,5648.51872,9879.8,26230.27849,4617.8,2020,February,02-Feb,20200229,Feb-20,Sunday,MetroBus,Crosstown Routes,311-Stassney,07/31/2021,1,2020,5,2
411,0,5138.31115,1223.57136,1800.7185,8448.18838,0,2019,June,06-Jun,20190630,Jun-2019,Weekday,MetroBus,Special Service Routes,411-E-Bus/Riverside,07/31/2021,1,2019,9,3
680,0,312.16519,0,0,394.21052,0,2018,March,03-Mar,20180331,Mar-2018,Saturday,MetroBus,UT Shuttles,680-North Riverside/Lakeshore,07/31/2021,1,2018,6,2
490,0,0,0,,,,2017,January,01-Jan,20170131,Jan-2017,Sunday,MetroBus,Special Service Routes,490-HEB Shuttle,07/31/2021,1,2017,4,2
990,0,0,0,0,0,0,2019,January,01-Jan,20190131,Jan-2019,Sunday,MetroExpress,MetroExpress,990-Manor/Elgin Express,07/31/2021,1,2019,4,2
484,888.93942,11109.20219,1687.88162,,,,2017,August,08-Aug,20170831,Aug-2017,Weekday,MetroBus,Special Service Routes,484-Night Owl South Lamar,07/31/2021,1,2017,11,4
18,2448,29167.69649,2448,2787.25,17139.17048,2787.25,2019,July,07-Jul,20190731,Jul-2019,Sunday,MetroBus,Local Routes,18-Martin Luther King,07/31/2021,1,2019,10,4
318,0,0,0,,,,2016,December,12-Dec,20161231,Dec-2016,Sunday,MetroBus,Crosstown Routes,318-Westgate/Slaughter,07/31/2021,1,2017,3,1
682,0,0,0,,,,2016,December,12-Dec,20161231,Dec-2016,Weekday,MetroBus,UT Shuttles,682-Forty Acres/East Campus,07/31/2021,1,2017,3,1
987,0,0,0,0,0,0,2019,May,05-May,20190531,May-2019,Saturday,MetroExpress,MetroExpress,987-Leander/Lakeline Express,07/31/2021,1,2019,8,3
345,0,0,0,,,,2017,September,09-Sep,20170930,Sep-2017,Weekday,MetroBus,Crosstown Routes,345-45TH,07/31/2021,1,2017,12,4
392,1573.24995,8436.2499,4155.2499,4950.01277,10775.0127,1822.8333,2019,March,03-Mar,20190331,Mar-2019,Saturday,MetroBus,Crosstown Routes,392-Braker,07/31/2021,1,2019,6,2
656,381.46875,381.46875,381.46875,459.93103,459.93103,459.93103,2017,December,12-Dec,20171231,Dec-2017,Saturday,MetroBus,UT Shuttles,656-Intramural Fields/UT,07/31/2021,1,2018,3,1
310,0,0,0,,,,2016,December,12-Dec,20161231,Dec-2016,Saturday,MetroBus,Crosstown Routes,310-Parker/Wickersham,07/31/2021,1,2017,3,1
493,0,0,0,0,0,0,2018,April,04-Apr,20180430,Apr-2018,Sunday,MetroBus,Special Service Routes,493-EASTVIEW,07/31/2021,1,2018,7,3
105,0,0,0,,,,2017,January,01-Jan,20170131,Jan-2017,Saturday,MetroBus,Flyer Routes,105-South 5th Flyer,07/31/2021,1,2017,4,2
653,0,0,0,0,2743.80731,0,2019,August,08-Aug,20190831,Aug-2019,Sunday,MetroBus,UT Shuttles,653-Red River,07/31/2021,1,2019,11,4
275,0,0,0,0,0,0,2020,June,06-Jun,20200630,Jun-20,Sunday,MetroBus,Feeder Routes,275-North Lamar,07/31/2021,1,2020,9,3
485,416.8333,2315.98276,1102.37175,1293.97735,2749.76576,526.0833,2019,March,03-Mar,20190331,Mar-2019,Saturday,MetroBus,Special Service Routes,485-Night Owl Cameron,07/31/2021,1,2019,6,2
663,24431.52276,24431.52276,24431.52276,23058.32078,23058.32078,23058.32078,2018,October,10-Oct,20181031,Oct-2018,Weekday,MetroBus,UT Shuttles,663-Lake Austin/UT,07/31/2021,1,2019,1,1
492,0,28,0,,,,2017,July,07-Jul,20170731,Jul-2017,Saturday,MetroBus,Special Service Routes,492-Delwood,07/31/2021,1,2017,10,4
999,1804.99998,8709.99992,1804.99998,4263.99995,19380.99986,4263.99995,2021,January,01-Jan,20210131,Jan-20,Sunday,MetroAccess,MetroAccess,MA-MetroAccess,07/31/2021,1,2021,4,2
801,209982.45542,2269089.32022,615206.98594,481335.59301,1760653.15793,183772.851,2018,September,09-Sep,20180930,Sep-2018,Weekday,MetroRapid,MetroRapid,801-N Lamar S Congress,07/31/2021,1,2018,12,4
19,14926.9158,80955.79212,31278.872,36316.51232,92330.02906,17486.1164,2018,February,02-Feb,20180228,Feb-2018,Weekday,MetroBus,Local Routes,19-Bull Creek,07/31/2021,1,2018,5,2
345,583,583,2087.99995,0,0,0,2018,October,10-Oct,20181031,Oct-2018,Saturday,MetroBus,Crosstown Routes,345-45TH,07/31/2021,1,2019,1,1
642,305,305,305,612,612,352,2018,December,12-Dec,20181231,Dec-2018,Saturday,MetroBus,UT Shuttles,642-West Campus/UT,07/31/2021,1,2019,3,1
470,0,0,0,,,,2016,November,11-Nov,20161130,Nov-2016,Sunday,MetroBus,Special Service Routes,470-Manor Flex,07/31/2021,1,2017,2,1
238,0,5956.79426,0,1641.9211,8735.30811,721.8378,2018,August,08-Aug,20180831,Aug-2018,Sunday,MetroBus,Feeder Routes,238-Westgate,07/31/2021,1,2018,11,4
18,3984.99997,9628.66662,9628.66662,8750.89989,8750.89989,3308.39994,2019,December,12-Dec,20191231,Dec-2019,Sunday,MetroBus,Local Routes,18-Martin Luther King,07/31/2021,1,2020,3,1
981,0,0,0,0,0,0,2020,June,06-Jun,20200630,Jun-20,Saturday,MetroExpress,MetroExpress,981-Oak Knoll Express,07/31/2021,1,2020,9,3
486,1867.20072,18428.70427,1867.20072,1598.32092,20885.83092,1598.32092,2019,July,07-Jul,20190731,Jul-2019,Weekday,MetroBus,Special Service Routes,486-Night Owl South Congress,07/31/2021,1,2019,10,4
19,1370,11842.83325,4755.5,5405.99989,11929.14275,2069.3333,2020,March,03-Mar,20200331,Mar-20,Sunday,MetroBus,Local Routes,19-Bull Creek,07/31/2021,1,2020,6,2
982,0,0,0,,,,2017,September,09-Sep,20170930,Sep-2017,Saturday,MetroExpress,MetroExpress,982-Pavilion Express,07/31/2021,1,2017,12,4
999,4149,4149,4149,5676,5676,5676,2018,October,10-Oct,20181031,Oct-2018,Saturday,MetroAccess,MetroAccess,MA-MetroAccess,07/31/2021,1,2019,1,1
228,632.99995,5874.7986,986.99995,1025.66664,5314.66659,481.66664,2020,May,05-May,20200531,May-20,Saturday,MetroBus,Feeder Routes,228-VA Clinic,07/31/2021,1,2020,8,3
17,3003.33332,48662.78316,9562.66659,17075.39996,67152.529,4613.39996,2020,September,09-Sep,20200930,Sep-20,Saturday,MetroBus,Local Routes,17-Cesar Chavez,07/31/2021,1,2020,12,4
1,14047.16665,127067.9665,14047.16665,13941.3333,148678.57848,13941.3333,2019,July,07-Jul,20190731,Jul-2019,Saturday,MetroBus,Local Routes,1-North Lamar/South Congress,07/31/2021,1,2019,10,4
492,0,0,0,,,,2016,October,10-Oct,20161031,Oct-2016,Saturday,MetroBus,Special Service Routes,492-Delwood,07/31/2021,1,2017,1,1
672,0,0,0,0,0,0,2019,January,01-Jan,20190131,Jan-2019,Sunday,MetroBus,UT Shuttles,672-Lakeshore,07/31/2021,1,2019,4,2
656,109.38461,785.38461,171.38461,150,923.47905,91,2019,August,08-Aug,20190831,Aug-2019,Saturday,MetroBus,UT Shuttles,656-Intramural Fields/UT,07/31/2021,1,2019,11,4
486,2674.43402,27828.5438,4974.95062,,,,2017,August,08-Aug,20170831,Aug-2017,Weekday,MetroBus,Special Service Routes,486-Night Owl South Congress,07/31/2021,1,2017,11,4
103,0,0,0,,,,2017,August,08-Aug,20170831,Aug-2017,Sunday,MetroBus,Flyer Routes,103-Manchaca Flyer,07/31/2021,1,2017,11,4
653,0,0,0,0,0,0,2020,July,07-Jul,20200731,Jul-20,Saturday,MetroBus,UT Shuttles,653-Red River,07/31/2021,1,2020,10,4
803,125743.99992,514674.06682,125743.99992,111138.88968,462717.99961,111138.88968,2020,January,01-Jan,20200131,Jan-20,Weekday,MetroRapid,MetroRapid,803-Burnet/S Lamar,07/31/2021,1,2020,4,2
217,0,0,0,,,,2017,May,05-May,20170531,May-2017,Saturday,MetroBus,Feeder Routes,217-Montopolis Feeder,07/31/2021,1,2017,8,3
451,0,0,0,,,,2017,February,02-Feb,20170228,Feb-2017,Sunday,MetroBus,Special Service Routes,451-Plaza Saltillo Shuttle,07/31/2021,1,2017,5,2
990,2126.99982,15774.98918,4153.99974,4289.23978,15386.15936,2185.03978,2019,May,05-May,20190531,May-2019,Weekday,MetroExpress,MetroExpress,990-Manor/Elgin Express,07/31/2021,1,2019,8,3
550,0,0,0,0,7389.71914,0,2020,July,07-Jul,20200731,Jul-20,Sunday,MetroRail,MetroRail,550-Metro Rail Red Line,07/31/2021,1,2020,10,4
217,0,0,0,0,0,0,2019,July,07-Jul,20190731,Jul-2019,Weekday,MetroBus,Feeder Routes,217-Montopolis Feeder,07/31/2021,1,2019,10,4
6,8797.80498,45462.94174,21074.30812,40340.14739,85635.43866,11928.27262,2021,March,03-Mar,20210331,Mar-20,Weekday,MetroBus,Local Routes,6-East 12th,07/31/2021,1,2021,6,2
445,0,0,0,0,0,0,2019,October,10-Oct,20191031,Oct-2019,Weekday,MetroBus,Special Service Routes,445-New Life Shuttle,07/31/2021,1,2020,1,1
672,2218.42416,18636.33015,6326.18364,0,43267.51755,0,2021,May,05-May,20210531,May-20,Weekday,MetroBus,UT Shuttles,672-Lakeshore,07/31/2021,1,2021,8,3
311,26153.83974,428245.10368,53520.62112,102456.41538,533702.24071,52349.95788,2020,August,08-Aug,20200831,Aug-20,Weekday,MetroBus,Crosstown Routes,311-Stassney,07/31/2021,1,2020,11,4
103,0,0,0,0,0,0,2021,May,05-May,20210531,May-20,Saturday,MetroBus,Flyer Routes,103-Manchaca Flyer,07/31/2021,1,2021,8,3
337,2210,16057.12164,6956.3217,10996.86654,25244.29977,3551.99995,2021,March,03-Mar,20210331,Mar-20,Sunday,MetroBus,Crosstown Routes,337-Koenig/Colony Park,07/31/2021,1,2021,6,2
100,0,0,0,0,0,0,2020,July,07-Jul,20200731,Jul-20,Weekday,MetroBus,Flyer Routes,100-MetroAirport,07/31/2021,1,2020,10,4
110,0,0,0,,,,2017,September,09-Sep,20170930,Sep-2017,Sunday,MetroBus,Flyer Routes,110-South Central Flyer,07/31/2021,1,2017,12,4
642,4711.34774,19374.25713,4711.34774,0,172586.90819,0,2021,April,04-Apr,20210430,Apr-20,Weekday,MetroBus,UT Shuttles,642-West Campus/UT,07/31/2021,1,2021,7,3
10,82901.9058,1046116.37416,247452.33381,,,,2017,September,09-Sep,20170930,Sep-2017,Weekday,MetroBus,Local Routes,10-South 1st/Red River,07/31/2021,1,2017,12,4
682,0,0,0,0,0,0,2021,April,04-Apr,20210430,Apr-20,Saturday,MetroBus,UT Shuttles,682-Forty Acres/East Campus,07/31/2021,1,2021,7,3
315,0,0,0,0,0,0,2018,April,04-Apr,20180430,Apr-2018,Sunday,MetroBus,Crosstown Routes,315-Ben White,07/31/2021,1,2018,7,3
100,0,0,0,21649.92501,142523.47599,21649.92501,2019,April,04-Apr,20190430,Apr-2019,Weekday,MetroBus,Flyer Routes,100-MetroAirport,07/31/2021,1,2019,7,3
982,0,0,0,,,,2016,November,11-Nov,20161130,Nov-2016,Sunday,MetroExpress,MetroExpress,982-Pavilion Express,07/31/2021,1,2017,2,1
331,6518.5,64517.84203,17441.75,,,,2017,September,09-Sep,20170930,Sep-2017,Sunday,MetroBus,Crosstown Routes,331-Oltorf,07/31/2021,1,2017,12,4
214,0,0,0,0,0,0,2019,October,10-Oct,20191031,Oct-2019,Saturday,MetroBus,Feeder Routes,214-Northwest Feeder,07/31/2021,1,2020,1,1
142,0,0,0,0,0,0,2018,December,12-Dec,20181231,Dec-2018,Sunday,MetroBus,Flyer Routes,142-Metric Flyer,07/31/2021,1,2019,3,1
238,0,0,0,6053.14983,41850.00893,6053.14983,2019,April,04-Apr,20190430,Apr-2019,Weekday,MetroBus,Feeder Routes,238-Westgate,07/31/2021,1,2019,7,3
318,0,0,0,0,0,0,2017,October,10-Oct,20171031,Oct-2017,Saturday,MetroBus,Crosstown Routes,318-Westgate/Slaughter,07/31/2021,1,2018,1,1
410,3942.52376,18260.75799,6372.0622,8072.69096,19529.79805,5140.27616,2018,February,02-Feb,20180228,Feb-2018,Weekday,MetroBus,Special Service Routes,410-E-Bus/West Campus,07/31/2021,1,2018,5,2
2,3570.24995,27711.39979,10017.33325,6001.41664,15168.73594,2323.66664,2019,June,06-Jun,20190630,Jun-2019,Sunday,MetroBus,Local Routes,2-Rosewood,07/31/2021,1,2019,9,3
663,22002.5488,87926.13081,34744.98067,,,,2017,February,02-Feb,20170228,Feb-2017,Weekday,MetroBus,UT Shuttles,663-Lake Austin/UT,07/31/2021,1,2017,5,2
105,0,0,0,0,0,0,2018,August,08-Aug,20180831,Aug-2018,Saturday,MetroBus,Flyer Routes,105-South 5th Flyer,07/31/2021,1,2018,11,4
485,1343.38094,13388.5019,1343.38094,1474.94466,17305.25127,1474.94466,2019,July,07-Jul,20190731,Jul-2019,Weekday,MetroBus,Special Service Routes,485-Night Owl Cameron,07/31/2021,1,2019,10,4
982,18435.52189,18435.52189,18435.52189,17566.02161,17566.02161,17566.02161,2019,October,10-Oct,20191031,Oct-2019,Weekday,MetroExpress,MetroExpress,982-Pavilion Express,07/31/2021,1,2020,1,1
803,11203.88708,105900.3047,37744.38708,23541.49995,59824.06882,6236,2018,June,06-Jun,20180630,Jun-2018,Sunday,MetroRapid,MetroRapid,803-Burnet/S Lamar,07/31/2021,1,2018,9,3
670,480,480,480,523,523,523,2019,December,12-Dec,20191231,Dec-2019,Saturday,MetroBus,UT Shuttles,670-Crossing Place,07/31/2021,1,2020,3,1
5,45820.68624,309256.7897,45820.68624,47555.7426,355511.74122,47555.7426,2018,April,04-Apr,20180430,Apr-2018,Weekday,MetroBus,Local Routes,5-Woodrow/Lamar,07/31/2021,1,2018,7,3
331,0,0,0,18724.28566,18724.28566,8569,2018,November,11-Nov,20181130,Nov-2018,Saturday,MetroBus,Crosstown Routes,331-Oltorf,07/31/2021,1,2019,2,1
19,2229.14286,6523.14286,6523.14286,5065.99999,5065.99999,1968,2018,December,12-Dec,20181231,Dec-2018,Sunday,MetroBus,Local Routes,19-Bull Creek,07/31/2021,1,2019,3,1
983,0,0,0,0,0,0,2021,January,01-Jan,20210131,Jan-20,Sunday,MetroExpress,MetroExpress,983-N. U.S. 183 Express,07/31/2021,1,2021,4,2
275,0,0,0,0,0,0,2020,January,01-Jan,20200131,Jan-20,Weekday,MetroBus,Feeder Routes,275-North Lamar,07/31/2021,1,2020,4,2
201,989.66665,4111.44991,989.66665,862.97775,3556.97768,862.97775,2020,January,01-Jan,20200131,Jan-20,Sunday,MetroBus,Feeder Routes,201-Southpark Meadows,07/31/2021,1,2020,4,2
20,12202.47272,82764.30597,30904.22272,28801.75,79355.25875,8117,2018,June,06-Jun,20180630,Jun-2018,Sunday,MetroBus,Local Routes,20-Manor Rd/Riverside,07/31/2021,1,2018,9,3
337,0,0,0,0,0,0,2018,February,02-Feb,20180228,Feb-2018,Saturday,MetroBus,Crosstown Routes,337-Koenig/Colony Park,07/31/2021,1,2018,5,2
105,0,0,0,0,0,0,2020,September,09-Sep,20200930,Sep-20,Saturday,MetroBus,Flyer Routes,105-South 5th Flyer,07/31/2021,1,2020,12,4
19,16311.65822,176465.03796,16311.65822,15482.53035,168448.51156,15482.53035,2019,July,07-Jul,20190731,Jul-2019,Weekday,MetroBus,Local Routes,19-Bull Creek,07/31/2021,1,2019,10,4
18,2517.72596,14902.10088,5273.43426,5484.84679,14235.74668,2585.66664,2020,February,02-Feb,20200229,Feb-20,Sunday,MetroBus,Local Routes,18-Martin Luther King,07/31/2021,1,2020,5,2
337,42779.48838,178070.45659,134824.44459,0,0,0,2018,September,09-Sep,20180930,Sep-2018,Weekday,MetroBus,Crosstown Routes,337-Koenig/Colony Park,07/31/2021,1,2018,12,4
987,0,0,0,0,0,0,2020,March,03-Mar,20200331,Mar-20,Sunday,MetroExpress,MetroExpress,987-Leander/Lakeline Express,07/31/2021,1,2020,6,2
311,6087.19885,50966.8224,6087.19885,3997.73332,61538.44482,3997.73332,2021,July,07-Jul,20210731,Jul-20,Saturday,MetroBus,Crosstown Routes,311-Stassney,07/31/2021,1,2021,10,4
450,0,0,0,0,0,0,2019,January,01-Jan,20190131,Jan-2019,Weekday,MetroBus,Special Service Routes,450-Bus Bridge RATP Dev,07/31/2021,1,2019,4,2
465,765.05115,3754.96789,765.05115,3311.05992,14400.06433,3311.05992,2021,January,01-Jan,20210131,Jan-20,Weekday,MetroBus,Special Service Routes,465-MLK/University of Texas,07/31/2021,1,2021,4,2
980,5769.17539,45235.98109,17185.83535,0,0,0,2018,September,09-Sep,20180930,Sep-2018,Weekday,MetroExpress,MetroExpress,980-North Mopac Express,07/31/2021,1,2018,12,4
672,10833.11,48365.9281,16057.96712,14927.86631,39223.76557,9059.3742,2019,February,02-Feb,20190228,Feb-2019,Weekday,MetroBus,UT Shuttles,672-Lakeshore,07/31/2021,1,2019,5,2
103,0,0,0,0,0,0,2020,April,04-Apr,20200430,Apr-20,Sunday,MetroBus,Flyer Routes,103-Manchaca Flyer,07/31/2021,1,2020,7,3
30,1760.33332,1760.33332,1760.33332,2553.98148,2553.98148,2553.98148,2020,October,10-Oct,20201031,Oct-20,Sunday,MetroBus,Local Routes,30-Barton Creek Sq,07/31/2021,1,2021,1,1
6,2906.99995,13657.16656,5649.6666,4396.66664,12265.16654,1897.66664,2020,February,02-Feb,20200229,Feb-20,Saturday,MetroBus,Local Routes,6-East 12th,07/31/2021,1,2020,5,2
982,653.02797,82790.76508,975.07233,45148.65196,174051.53735,15893.7256,2020,September,09-Sep,20200930,Sep-20,Weekday,MetroExpress,MetroExpress,982-Pavilion Express,07/31/2021,1,2020,12,4
