ROUTE_SORT_ORDER,RIDERSHIP_AVERAGE,YTD_TOTAL_RIDERSHIP_COUNT,QTD_TOTAL_RIDERSHIP_COUNT,PY_QTD_TOTAL_RIDERSHIP_COUNT,PY_YTD_TOTAL_RIDERSHIP_COUNT,PY_RIDERSHIP_AVERAGE,YEAR_NUM,MONTH_NAME,MONTH_SHORT_NAME,MONTH_END_DATE,MONTH_YEAR,DAY_TYPE,MODE_NAME,SUB_MODE,ROUTE_NAME,DATA_AS_OF,SHOW_ON_DASHBOARD,FISCAL_YEAR_NUMBER,FISCAL_MONTH_NUMBER,FISCAL_QUARTER_NUMBER
333,5879.26664,21322.56662,21322.56662,18732.78654,18732.78654,6598.5833,2019,December,12-Dec,20191231,Dec-2019,Saturday,MetroBus,Crosstown Routes,333-William Cannon,07/31/2021,1,2020,3,1
466,0,0,0,,,,2016,November,11-Nov,20161130,Nov-2016,Sunday,MetroBus,Special Service Routes,466-Kramer/Domain,07/31/2021,1,2017,2,1
335,1312,15065.83319,4915.66662,1695,13229.24995,1695,2020,April,04-Apr,20200430,Apr-20,Sunday,MetroBus,Crosstown Routes,335-335 35th/38th,07/31/2021,1,2020,7,3
142,0,0,0,0,0,0,2019,April,04-Apr,20190430,Apr-2019,Saturday,MetroBus,Flyer Routes,142-Metric Flyer,07/31/2021,1,2019,7,3
980,0,0,0,25607.5809,55943.99332,5231.1678,2021,March,03-Mar,20210331,Mar-20,Weekday,MetroExpress,MetroExpress,980-North Mopac Express,07/31/2021,1,2021,6,2
300,18752.41665,224338.91594,32964.01665,51904.99995,260776.33313,26350.5,2020,August,08-Aug,20200831,Aug-20,Saturday,MetroBus,Crosstown Routes,300-Springdale/Oltorf,07/31/2021,1,2020,11,4
228,4701.97693,9654.27681,9654.27681,18357.04525,18357.04525,8312.35484,2020,November,11-Nov,20201130,Nov-20,Weekday,MetroBus,Feeder Routes,228-VA Clinic,07/31/2021,1,2021,2,1
171,0,0,0,0,0,0,2020,January,01-Jan,20200131,Jan-20,Saturday,MetroBus,Flyer Routes,171-Oak Hill Flyer,07/31/2021,1,2020,4,2
661,0,0,0,0,0,0,2017,November,11-Nov,20171130,Nov-2017,Saturday,MetroBus,UT Shuttles,661-Far West/UT,07/31/2021,1,2018,2,1
135,0,0,0,,,,2017,June,06-Jun,20170630,Jun-2017,Sunday,MetroBus,Flyer Routes,135-Dell Limited,07/31/2021,1,2017,9,3
171,3571.1906,17291.6716,7137.16721,7098.72776,17518.17879,3554.7602,2020,February,02-Feb,20200229,Feb-20,Weekday,MetroBus,Flyer Routes,171-Oak Hill Flyer,07/31/2021,1,2020,5,2
17,2855.33332,37217.73608,10865.66524,15610.1666,46234.57349,5432.99995,2020,June,06-Jun,20200630,Jun-20,Sunday,MetroBus,Local Routes,17-Cesar Chavez,07/31/2021,1,2020,9,3
670,54125.56903,54125.56903,54125.56903,61421.53952,61421.53952,61421.53952,2018,October,10-Oct,20181031,Oct-2018,Weekday,MetroBus,UT Shuttles,670-Crossing Place,07/31/2021,1,2019,1,1
455,0,0,0,0,0,0,2020,March,03-Mar,20200331,Mar-20,Weekday,MetroBus,Special Service Routes,455-Bus Bridge MV,07/31/2021,1,2020,6,2
103,0,0,0,0,0,0,2017,October,10-Oct,20171031,Oct-2017,Sunday,MetroBus,Flyer Routes,103-Manchaca Flyer,07/31/2021,1,2018,1,1
18,2150,21182.72313,10324.60655,10927.4458,22572.61245,3963.24995,2020,March,03-Mar,20200331,Mar-20,Saturday,MetroBus,Local Routes,18-Martin Luther King,07/31/2021,1,2020,6,2
481,0,0,0,0,0,0,2020,May,05-May,20200531,May-20,Sunday,MetroBus,Special Service Routes,481-Night Owl North Lamar,07/31/2021,1,2020,8,3
481,0,0,0,0,0,0,2018,July,07-Jul,20180731,Jul-2018,Sunday,MetroBus,Special Service Routes,481-Night Owl North Lamar,07/31/2021,1,2018,10,4
171,0,0,0,0,0,0,2020,February,02-Feb,20200229,Feb-20,Saturday,MetroBus,Flyer Routes,171-Oak Hill Flyer,07/31/2021,1,2020,5,2
481,3099.4946,54136.44058,10681.12672,,,,2017,September,09-Sep,20170930,Sep-2017,Weekday,MetroBus,Special Service Routes,481-Night Owl North Lamar,07/31/2021,1,2017,12,4
323,1317,8991.49996,4084,5011.07932,9901.32924,1683,2021,March,03-Mar,20210331,Mar-20,Sunday,MetroBus,Crosstown Routes,323-Anderson,07/31/2021,1,2021,6,2
412,0,0,0,0,0,0,2018,May,05-May,20180531,May-2018,Sunday,MetroBus,Special Service Routes,412-E-Bus/Main Campus,07/31/2021,1,2018,8,3
275,0,0,0,0,0,0,2019,November,11-Nov,20191130,Nov-2019,Saturday,MetroBus,Feeder Routes,275-North Lamar,07/31/2021,1,2020,2,1
483,0,0,0,0,0,0,2020,May,05-May,20200531,May-20,Sunday,MetroBus,Special Service Routes,483-Night Owl Riverside,07/31/2021,1,2020,8,3
383,42102.47313,42102.47313,42102.47313,39299.22991,39299.22991,39299.22991,2019,October,10-Oct,20191031,Oct-2019,Weekday,MetroBus,Crosstown Routes,383-Research/Braker,07/31/2021,1,2020,1,1
10,119187.68358,862170.12354,119187.68358,73562.9922,872227.03255,73562.9922,2018,July,07-Jul,20180731,Jul-2018,Weekday,MetroBus,Local Routes,10-South 1st/Red River,07/31/2021,1,2018,10,4
335,1424.53332,21135.06836,1424.53332,2524,22637.17004,2524,2020,July,07-Jul,20200731,Jul-20,Saturday,MetroBus,Crosstown Routes,335-335 35th/38th,07/31/2021,1,2020,10,4
982,0,0,0,0,0,0,2018,April,04-Apr,20180430,Apr-2018,Sunday,MetroExpress,MetroExpress,982-Pavilion Express,07/31/2021,1,2018,7,3
320,4479.99999,4479.99999,4479.99999,4737.39129,4737.39129,4737.39129,2017,October,10-Oct,20171031,Oct-2017,Sunday,MetroBus,Crosstown Routes,320-St. Johns,07/31/2021,1,2018,1,1
550,39620.6782,543223.20209,171904.41968,177918.69534,545065.0903,57051.95055,2019,June,06-Jun,20190630,Jun-2019,Weekday,MetroRail,MetroRail,550-Metro Rail Red Line,07/31/2021,1,2019,9,3
653,0,0,0,0,0,0,2020,December,12-Dec,20201231,Dec-20,Saturday,MetroBus,UT Shuttles,653-Red River,07/31/2021,1,2021,3,1
201,912.5,5486.82101,912.5,,,,2017,April,04-Apr,20170430,Apr-2017,Sunday,MetroBus,Feeder Routes,201-Southpark Meadows,07/31/2021,1,2017,7,3
470,110.98978,804.95313,265.96956,,,,2017,June,06-Jun,20170630,Jun-2017,Weekday,MetroBus,Special Service Routes,470-Manor Flex,07/31/2021,1,2017,9,3
493,0,16,0,0,0,0,2019,April,04-Apr,20190430,Apr-2019,Saturday,MetroBus,Special Service Routes,493-EASTVIEW,07/31/2021,1,2019,7,3
37,11395.26661,11395.26661,11395.26661,,,,2016,October,10-Oct,20161031,Oct-2016,Saturday,MetroBus,Local Routes,37-Colony Park/Windsor Park,07/31/2021,1,2017,1,1
486,2300.5166,25154.10978,2300.5166,,,,2017,July,07-Jul,20170731,Jul-2017,Weekday,MetroBus,Special Service Routes,486-Night Owl South Congress,07/31/2021,1,2017,10,4
350,17921.99992,190811.25078,17921.99992,30931.24452,201993.14632,30931.24452,2020,April,04-Apr,20200430,Apr-20,Weekday,MetroBus,Crosstown Routes,350-Airport Blvd,07/31/2021,1,2020,7,3
656,0,0,0,,,,2016,October,10-Oct,20161031,Oct-2016,Saturday,MetroBus,UT Shuttles,656-Intramural Fields/UT,07/31/2021,1,2017,1,1
412,340.2,1161.23571,1161.23571,1544.39992,1544.39992,634.6,2019,November,11-Nov,20191130,Nov-2019,Weekday,MetroBus,Special Service Routes,412-E-Bus/Main Campus,07/31/2021,1,2020,2,1
987,5697.2506,63901.13993,5697.2506,,,,2017,July,07-Jul,20170731,Jul-2017,Weekday,MetroExpress,MetroExpress,987-Leander/Lakeline Express,07/31/2021,1,2017,10,4
485,1668.8774,5539.66832,5539.66832,5588.21939,5588.21939,1847.29116,2017,December,12-Dec,20171231,Dec-2017,Weekday,MetroBus,Special Service Routes,485-Night Owl Cameron,07/31/2021,1,2018,3,1
392,1054,6409.06651,2502.41662,2351.4857,5552.08565,1092,2018,February,02-Feb,20180228,Feb-2018,Sunday,MetroBus,Crosstown Routes,392-Braker,07/31/2021,1,2018,5,2
335,16174.52694,98061.84194,16174.52694,0,0,0,2019,April,04-Apr,20190430,Apr-2019,Weekday,MetroBus,Crosstown Routes,335-335 35th/38th,07/31/2021,1,2019,7,3
22,0,0,0,0,0,0,2019,November,11-Nov,20191130,Nov-2019,Weekday,MetroBus,Local Routes,22-Exposition/Chicon Counter-clockwise,07/31/2021,1,2020,2,1
445,0,0,0,,,,2016,December,12-Dec,20161231,Dec-2016,Sunday,MetroBus,Special Service Routes,445-New Life Shuttle,07/31/2021,1,2017,3,1
21,0,0,0,0,0,0,2021,March,03-Mar,20210331,Mar-20,Sunday,MetroBus,Local Routes,21-Exposition/Chicon Clockwise,07/31/2021,1,2021,6,2
311,6528,22011.25,6528,8365.0782,31260.6782,8365.0782,2021,January,01-Jan,20210131,Jan-20,Saturday,MetroBus,Crosstown Routes,311-Stassney,07/31/2021,1,2021,4,2
681,0,0,0,616,616,288,2020,November,11-Nov,20201130,Nov-20,Sunday,MetroBus,UT Shuttles,681-Intramural/Far West,07/31/2021,1,2021,2,1
228,0,0,0,,,,2017,April,04-Apr,20170430,Apr-2017,Sunday,MetroBus,Feeder Routes,228-VA Clinic,07/31/2021,1,2017,7,3
492,0,28,0,,,,2017,June,06-Jun,20170630,Jun-2017,Saturday,MetroBus,Special Service Routes,492-Delwood,07/31/2021,1,2017,9,3
484,1023.39204,3034.2783,3034.2783,,,,2016,December,12-Dec,20161231,Dec-2016,Weekday,MetroBus,Special Service Routes,484-Night Owl South Lamar,07/31/2021,1,2017,3,1
656,0,0,0,0,0,0,2020,January,01-Jan,20200131,Jan-20,Sunday,MetroBus,UT Shuttles,656-Intramural Fields/UT,07/31/2021,1,2020,4,2
18,18720.22908,78336.48288,18720.22908,,,,2017,January,01-Jan,20170131,Jan-2017,Weekday,MetroBus,Local Routes,18-Martin Luther King,07/31/2021,1,2017,4,2
110,0,0,0,,,,2016,December,12-Dec,20161231,Dec-2016,Sunday,MetroBus,Flyer Routes,110-South Central Flyer,07/31/2021,1,2017,3,1
21,0,0,0,0,0,0,2020,December,12-Dec,20201231,Dec-20,Saturday,MetroBus,Local Routes,21-Exposition/Chicon Clockwise,07/31/2021,1,2021,3,1
103,1422.4092,5473.18969,5473.18969,6820.48481,6820.48481,1944.0704,2019,December,12-Dec,20191231,Dec-2019,Weekday,MetroBus,Flyer Routes,103-Manchaca Flyer,07/31/2021,1,2020,3,1
483,1047.2,7071.49992,2496.4564,2756.88882,8676.64295,904.88888,2018,June,06-Jun,20180630,Jun-2018,Saturday,MetroBus,Special Service Routes,483-Night Owl Riverside,07/31/2021,1,2018,9,3
985,22853.8334,103884.09076,44718.20096,20962.0372,30646.03662,12104.5864,2019,February,02-Feb,20190228,Feb-2019,Weekday,MetroExpress,MetroExpress,985-Leander/Lakeline Direct,07/31/2021,1,2019,5,2
6,2343.99996,2343.99996,2343.99996,2804.3666,2804.3666,2804.3666,2017,October,10-Oct,20171031,Oct-2017,Saturday,MetroBus,Local Routes,6-East 12th,07/31/2021,1,2018,1,1
21,672.5,6503.31954,672.5,,,,2017,July,07-Jul,20170731,Jul-2017,Sunday,MetroBus,Local Routes,21-Exposition/Chicon Clockwise,07/31/2021,1,2017,10,4
470,0,0,0,28,28,28,2017,October,10-Oct,20171031,Oct-2017,Saturday,MetroBus,Special Service Routes,470-Manor Flex,07/31/2021,1,2018,1,1
30,3359.75,5626.74998,5626.74998,,,,2016,November,11-Nov,20161130,Nov-2016,Sunday,MetroBus,Local Routes,30-Barton Creek Sq,07/31/2021,1,2017,2,1
171,3788.6604,21306.83919,10887.38816,11423.14388,22305.83562,4024.93168,2019,March,03-Mar,20190331,Mar-2019,Weekday,MetroBus,Flyer Routes,171-Oak Hill Flyer,07/31/2021,1,2019,6,2
985,25940.63682,129824.72758,70658.83778,36280.6405,45964.63992,15318.6033,2019,March,03-Mar,20190331,Mar-2019,Weekday,MetroExpress,MetroExpress,985-Leander/Lakeline Direct,07/31/2021,1,2019,6,2
935,0,0,0,0,0,0,2019,July,07-Jul,20190731,Jul-2019,Sunday,MetroExpress,MetroExpress,935-Tech Ridge Express,07/31/2021,1,2019,10,4
333,30435.40794,281106.42139,30435.40794,24761.877,287993.63157,24761.877,2018,July,07-Jul,20180731,Jul-2018,Weekday,MetroBus,Crosstown Routes,333-William Cannon,07/31/2021,1,2018,10,4
240,0,0,0,2093,14058.57135,2093,2019,April,04-Apr,20190430,Apr-2019,Sunday,MetroBus,Feeder Routes,240-Rutland,07/31/2021,1,2019,7,3
2,18327.8535,142014.79861,35512.6447,,,,2017,May,05-May,20170531,May-2017,Weekday,MetroBus,Local Routes,2-Rosewood,07/31/2021,1,2017,8,3
3,4719,4719,4719,9534.39996,9534.39996,9534.39996,2020,October,10-Oct,20201031,Oct-20,Sunday,MetroBus,Local Routes,3-Burnet/Manchaca,07/31/2021,1,2021,1,1
110,1629.09978,12666.48764,3180.3765,3455.70122,12836.11173,1812.74962,2018,May,05-May,20180531,May-2018,Weekday,MetroBus,Flyer Routes,110-South Central Flyer,07/31/2021,1,2018,8,3
451,0,0,0,0,0,0,2017,November,11-Nov,20171130,Nov-2017,Weekday,MetroBus,Special Service Routes,451-Plaza Saltillo Shuttle,07/31/2021,1,2018,2,1
30,3664,23483.76556,7818.89995,,,,2017,February,02-Feb,20170228,Feb-2017,Saturday,MetroBus,Local Routes,30-Barton Creek Sq,07/31/2021,1,2017,5,2
350,3426.13332,19338.1332,7520.13327,8748.74996,21042.19987,3728,2019,February,02-Feb,20190228,Feb-2019,Sunday,MetroBus,Crosstown Routes,350-Airport Blvd,07/31/2021,1,2019,5,2
2,2057.19996,13262.83226,4836.38231,,,,2017,February,02-Feb,20170228,Feb-2017,Saturday,MetroBus,Local Routes,2-Rosewood,07/31/2021,1,2017,5,2
311,5645.12286,48143.59979,8932.62286,11339.66662,43562.44511,6773.3333,2020,May,05-May,20200531,May-20,Sunday,MetroBus,Crosstown Routes,311-Stassney,07/31/2021,1,2020,8,3
383,8887.33332,14847.33332,14847.33332,12545.25,12545.25,6983.5,2019,November,11-Nov,20191130,Nov-2019,Saturday,MetroBus,Crosstown Routes,383-Research/Braker,07/31/2021,1,2020,2,1
320,0,0,0,11705.95,29962.16422,5093.2,2019,February,02-Feb,20190228,Feb-2019,Sunday,MetroBus,Crosstown Routes,320-St. Johns,07/31/2021,1,2019,5,2
323,2485.66665,22748.76651,2485.66665,,,,2017,July,07-Jul,20170731,Jul-2017,Sunday,MetroBus,Crosstown Routes,323-Anderson,07/31/2021,1,2017,10,4
663,216,216,216,258.58585,258.58585,258.58585,2019,December,12-Dec,20191231,Dec-2019,Saturday,MetroBus,UT Shuttles,663-Lake Austin/UT,07/31/2021,1,2020,3,1
671,0,0,0,0,0,0,2017,October,10-Oct,20171031,Oct-2017,Saturday,MetroBus,UT Shuttles,671-North Riverside,07/31/2021,1,2018,1,1
127,0,0,0,0,0,0,2021,January,01-Jan,20210131,Jan-20,Saturday,MetroBus,Flyer Routes,127-Dove Springs Flyer,07/31/2021,1,2021,4,2
20,6780,6780,6780,,,,2016,October,10-Oct,20161031,Oct-2016,Sunday,MetroBus,Local Routes,20-Manor Rd/Riverside,07/31/2021,1,2017,1,1
970,0,0,0,,,,2017,January,01-Jan,20170131,Jan-2017,Saturday,MetroExpress,MetroExpress,970-Lantana Express,07/31/2021,1,2017,4,2
803,16564.3333,114352.09269,28659.9333,13020.25,94696.41762,13020.25,2019,May,05-May,20190531,May-2019,Sunday,MetroRapid,MetroRapid,803-Burnet/S Lamar,07/31/2021,1,2019,8,3
383,2686.5,42388.63329,2686.5,5226.8,43343.2499,5226.8,2020,April,04-Apr,20200430,Apr-20,Saturday,MetroBus,Crosstown Routes,383-Research/Braker,07/31/2021,1,2020,7,3
2,2136.33332,25294.8867,2136.33332,2041,32061.30068,2041,2021,July,07-Jul,20210731,Jul-20,Sunday,MetroBus,Local Routes,2-Rosewood,07/31/2021,1,2021,10,4
333,31174.91034,31174.91034,31174.91034,,,,2016,October,10-Oct,20161031,Oct-2016,Weekday,MetroBus,Crosstown Routes,333-William Cannon,07/31/2021,1,2017,1,1
492,435.99996,3912.99929,435.99996,,,,2017,April,04-Apr,20170430,Apr-2017,Weekday,MetroBus,Special Service Routes,492-Delwood,07/31/2021,1,2017,7,3
990,1978,19458.78523,3469.9998,,,,2017,August,08-Aug,20170831,Aug-2017,Weekday,MetroExpress,MetroExpress,990-Manor/Elgin Express,07/31/2021,1,2017,11,4
412,0,2191.66662,568,1134.12375,6083.15775,0,2019,June,06-Jun,20190630,Jun-2019,Saturday,MetroBus,Special Service Routes,412-E-Bus/Main Campus,07/31/2021,1,2019,9,3
4,4408,33195.70687,7952.66664,8790.75,49028.78177,4964.75,2021,May,05-May,20210531,May-20,Saturday,MetroBus,Local Routes,4-7th Street,07/31/2021,1,2021,8,3
484,0,0,0,0,0,0,2021,April,04-Apr,20210430,Apr-20,Sunday,MetroBus,Special Service Routes,484-Night Owl South Lamar,07/31/2021,1,2021,7,3
233,175.19996,1640.46991,175.19996,413.8333,3109.24383,413.8333,2018,April,04-Apr,20180430,Apr-2018,Saturday,MetroBus,Feeder Routes,233-Decker/Daffan Ln,07/31/2021,1,2018,7,3
465,2723.204,40183.06634,5139.4992,6120.35527,52167.27851,3555.41107,2019,August,08-Aug,20190831,Aug-2019,Weekday,MetroBus,Special Service Routes,465-MLK/University of Texas,07/31/2021,1,2019,11,4
485,431.49995,3883.86731,431.49995,436.49995,4414.32978,436.49995,2019,July,07-Jul,20190731,Jul-2019,Saturday,MetroBus,Special Service Routes,485-Night Owl Cameron,07/31/2021,1,2019,10,4
237,3144.49658,6884.8631,6884.8631,9115.98439,9115.98439,4087.98452,2020,November,11-Nov,20201130,Nov-20,Weekday,MetroBus,Feeder Routes,237-Northeast Feeder,07/31/2021,1,2021,2,1
10,9754.0833,71788.08318,19715.0833,22081.74995,77743.72334,10866.74995,2018,May,05-May,20180531,May-2018,Sunday,MetroBus,Local Routes,10-South 1st/Red River,07/31/2021,1,2018,8,3
135,1025.62856,2626.69664,2626.69664,,,,2016,December,12-Dec,20161231,Dec-2016,Weekday,MetroBus,Flyer Routes,135-Dell Limited,07/31/2021,1,2017,3,1
801,24724,299595.64618,54099.5833,36961.8372,204353.34298,13856.60868,2018,August,08-Aug,20180831,Aug-2018,Saturday,MetroRapid,MetroRapid,801-N Lamar S Congress,07/31/2021,1,2018,11,4
21,0,88890.7622,0,22807.17269,128711.72215,13009.86329,2018,August,08-Aug,20180831,Aug-2018,Weekday,MetroBus,Local Routes,21-Exposition/Chicon Clockwise,07/31/2021,1,2018,11,4
2,22658.707,211790.08919,76924.70472,52459.94198,146636.6492,19911.83229,2019,June,06-Jun,20190630,Jun-2019,Weekday,MetroBus,Local Routes,2-Rosewood,07/31/2021,1,2019,9,3
492,447.98,2673.98975,447.98,435.99996,3912.99929,435.99996,2018,April,04-Apr,20180430,Apr-2018,Weekday,MetroBus,Special Service Routes,492-Delwood,07/31/2021,1,2018,7,3
412,0,1301.99624,0,568,2191.66662,206,2020,May,05-May,20200531,May-20,Saturday,MetroBus,Special Service Routes,412-E-Bus/Main Campus,07/31/2021,1,2020,8,3
7,67938.09771,1173070.04795,182278.53988,437382.192,1697780.74375,160682.923,2020,September,09-Sep,20200930,Sep-20,Weekday,MetroBus,Local Routes,7-Duval / Dove Springs,07/31/2021,1,2020,12,4
322,726,12041.45822,726,1063,12175.66654,1063,2020,July,07-Jul,20200731,Jul-20,Sunday,MetroBus,Crosstown Routes,322-Chicon/Cherrywood,07/31/2021,1,2020,10,4
315,14938.812,48338.18338,48338.18338,0,0,0,2018,December,12-Dec,20181231,Dec-2018,Weekday,MetroBus,Crosstown Routes,315-Ben White,07/31/2021,1,2019,3,1
237,2746.0072,10801.44894,2746.0072,2131.65141,8688.10486,2131.65141,2018,January,01-Jan,20180131,Jan-2018,Weekday,MetroBus,Feeder Routes,237-Northeast Feeder,07/31/2021,1,2018,4,2
4,3891.79998,3891.79998,3891.79998,5004.24995,5004.24995,5004.24995,2017,October,10-Oct,20171031,Oct-2017,Saturday,MetroBus,Local Routes,4-7th Street,07/31/2021,1,2018,1,1
271,22058.60586,108821.59497,41092.4712,11032.23705,55633.8381,6009.15365,2018,August,08-Aug,20180831,Aug-2018,Weekday,MetroBus,Feeder Routes,271-Del Valle,07/31/2021,1,2018,11,4
410,0,8679.77444,0,0,17511.13701,0,2019,July,07-Jul,20190731,Jul-2019,Saturday,MetroBus,Special Service Routes,410-E-Bus/West Campus,07/31/2021,1,2019,10,4
392,9638.38869,39306.8233,9638.38869,8228.68095,34100.25484,8228.68095,2020,January,01-Jan,20200131,Jan-20,Weekday,MetroBus,Crosstown Routes,392-Braker,07/31/2021,1,2020,4,2
980,0,0,0,385,385,0,2020,November,11-Nov,20201130,Nov-20,Sunday,MetroExpress,MetroExpress,980-North Mopac Express,07/31/2021,1,2021,2,1
983,0,0,0,0,0,0,2020,March,03-Mar,20200331,Mar-20,Weekday,MetroExpress,MetroExpress,983-N. U.S. 183 Express,07/31/2021,1,2020,6,2
4,5827.2,21181.6166,21181.6166,19217.66661,19217.66661,6613.16665,2019,December,12-Dec,20191231,Dec-2019,Saturday,MetroBus,Local Routes,4-7th Street,07/31/2021,1,2020,3,1
275,24683.54802,268143.53779,45889.62982,,,,2017,August,08-Aug,20170831,Aug-2017,Weekday,MetroBus,Feeder Routes,275-North Lamar,07/31/2021,1,2017,11,4
4,19001.202,86206.28112,19001.202,23158.24245,98980.05319,23158.24245,2018,January,01-Jan,20180131,Jan-2018,Weekday,MetroBus,Local Routes,4-7th Street,07/31/2021,1,2018,4,2
490,0,0,0,0,0,0,2019,April,04-Apr,20190430,Apr-2019,Saturday,MetroBus,Special Service Routes,490-HEB Shuttle,07/31/2021,1,2019,7,3
383,6722.8333,62588.48315,6722.8333,6397.70235,49497.107,6397.70235,2019,July,07-Jul,20190731,Jul-2019,Saturday,MetroBus,Crosstown Routes,383-Research/Braker,07/31/2021,1,2019,10,4
640,0,212.23404,0,0,279.75862,0,2018,March,03-Mar,20180331,Mar-2018,Saturday,MetroBus,UT Shuttles,640-Forty Acres,07/31/2021,1,2018,6,2
493,46.8,347.13329,46.8,54.99999,214.99999,54.99999,2021,January,01-Jan,20210131,Jan-20,Weekday,MetroBus,Special Service Routes,493-EASTVIEW,07/31/2021,1,2021,4,2
233,235,2765.46991,614,1404.26662,5242.15589,606,2018,September,09-Sep,20180930,Sep-2018,Saturday,MetroBus,Feeder Routes,233-Decker/Daffan Ln,07/31/2021,1,2018,12,4
801,16180.86664,95263.71144,35805.71509,,,,2017,February,02-Feb,20170228,Feb-2017,Saturday,MetroRapid,MetroRapid,801-N Lamar S Congress,07/31/2021,1,2017,5,2
310,4051.4,51608.14991,13816.2333,14018.24995,18519.24995,4873,2019,September,09-Sep,20190930,Sep-2019,Saturday,MetroBus,Crosstown Routes,310-Parker/Wickersham,07/31/2021,1,2019,12,4
466,2033.3819,25919.75117,4076.47152,4841.51152,23827.67153,2628.22219,2019,August,08-Aug,20190831,Aug-2019,Weekday,MetroBus,Special Service Routes,466-Kramer/Domain,07/31/2021,1,2019,11,4
10,12289.74996,34219.08324,34219.08324,58965.5833,58965.5833,24506.16665,2020,December,12-Dec,20201231,Dec-20,Sunday,MetroBus,Local Routes,10-South 1st/Red River,07/31/2021,1,2021,3,1
464,0,0,0,0,0,0,2018,December,12-Dec,20181231,Dec-2018,Sunday,MetroBus,Special Service Routes,"464-MLK, Jr./Capitol",07/31/2021,1,2019,3,1
315,1747.66664,19837.56524,1747.66664,1639.79996,21777.18961,1639.79996,2021,July,07-Jul,20210731,Jul-20,Sunday,MetroBus,Crosstown Routes,315-Ben White,07/31/2021,1,2021,10,4
111,0,0,0,,,,2017,September,09-Sep,20170930,Sep-2017,Sunday,MetroBus,Flyer Routes,111-South Mopac Flyer,07/31/2021,1,2017,12,4
10,74995.07004,74995.07004,74995.07004,178075.34697,178075.34697,178075.34697,2020,October,10-Oct,20201031,Oct-20,Weekday,MetroBus,Local Routes,10-South 1st/Red River,07/31/2021,1,2021,1,1
983,0,0,0,0,0,0,2019,February,02-Feb,20190228,Feb-2019,Saturday,MetroExpress,MetroExpress,983-N. U.S. 183 Express,07/31/2021,1,2019,5,2
486,0,2489.83325,0,1479.99995,5376.53823,417,2020,September,09-Sep,20200930,Sep-20,Saturday,MetroBus,Special Service Routes,486-Night Owl South Congress,07/31/2021,1,2020,12,4
490,0,0,0,0,0,0,2019,August,08-Aug,20190831,Aug-2019,Sunday,MetroBus,Special Service Routes,490-HEB Shuttle,07/31/2021,1,2019,11,4
392,1392.99996,3652.65947,3652.65947,3906.64989,3906.64989,1637.39994,2018,December,12-Dec,20181231,Dec-2018,Sunday,MetroBus,Crosstown Routes,392-Braker,07/31/2021,1,2019,3,1
201,993,8735.99991,2027,1634.66664,7851.28904,791,2019,May,05-May,20190531,May-2019,Saturday,MetroBus,Feeder Routes,201-Southpark Meadows,07/31/2021,1,2019,8,3
980,0,385,0,0,0,0,2020,August,08-Aug,20200831,Aug-20,Sunday,MetroExpress,MetroExpress,980-North Mopac Express,07/31/2021,1,2020,11,4
981,0,0,0,0,0,0,2018,January,01-Jan,20180131,Jan-2018,Saturday,MetroExpress,MetroExpress,981-Oak Knoll Express,07/31/2021,1,2018,4,2
110,0,0,0,,,,2017,May,05-May,20170531,May-2017,Sunday,MetroBus,Flyer Routes,110-South Central Flyer,07/31/2021,1,2017,8,3
18,2901.49995,26719.69649,9226.19986,5514.49986,14351.92048,2146.49996,2019,June,06-Jun,20190630,Jun-2019,Sunday,MetroBus,Local Routes,18-Martin Luther King,07/31/2021,1,2019,9,3
642,352,612,612,479.23528,479.23528,319.35294,2017,December,12-Dec,20171231,Dec-2017,Saturday,MetroBus,UT Shuttles,642-West Campus/UT,07/31/2021,1,2018,3,1
350,4910.66665,54158.23321,15360.33329,17838.08325,56487.14974,5462.99996,2018,June,06-Jun,20180630,Jun-2018,Saturday,MetroBus,Crosstown Routes,350-Airport Blvd,07/31/2021,1,2018,9,3
315,15056.04188,96742.77269,47526.55143,44872.30253,93210.48591,15834.06804,2020,March,03-Mar,20200331,Mar-20,Weekday,MetroBus,Crosstown Routes,315-Ben White,07/31/2021,1,2020,6,2
493,81.99995,218.99995,218.99995,0,0,0,2018,December,12-Dec,20181231,Dec-2018,Weekday,MetroBus,Special Service Routes,493-EASTVIEW,07/31/2021,1,2019,3,1
214,1659,10499.92928,4886.99968,4061.58,9333.4796,1365.98,2019,March,03-Mar,20190331,Mar-2019,Weekday,MetroBus,Feeder Routes,214-Northwest Feeder,07/31/2021,1,2019,6,2
983,10621.4178,117647.57067,27755.80394,,,,2017,September,09-Sep,20170930,Sep-2017,Weekday,MetroExpress,MetroExpress,983-N. U.S. 183 Express,07/31/2021,1,2017,12,4
22,1034,13623.33319,4034.5833,,,,2017,June,06-Jun,20170630,Jun-2017,Saturday,MetroBus,Local Routes,22-Exposition/Chicon Counter-clockwise,07/31/2021,1,2017,9,3
672,11174.14819,11174.14819,11174.14819,15408.14459,15408.14459,15408.14459,2019,October,10-Oct,20191031,Oct-2019,Weekday,MetroBus,UT Shuttles,672-Lakeshore,07/31/2021,1,2020,1,1
681,0,0,0,0,0,0,2020,September,09-Sep,20200930,Sep-20,Weekday,MetroBus,UT Shuttles,681-Intramural/Far West,07/31/2021,1,2020,12,4
